Group,NPS,X1,X2,X3,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,H1,H2,H3,H4,overall_score,overall_A,overall_B,overall_C,overall_D,Overall_E,Overall_F,Overall_G,Overall_H
G4,6,1,2,2,2,1,3,1,1,3,4,2,4,3,1,1,5,4,1,3,4,2,5,4,5,5,4,2,1,2,3,2,4,3,3,1,1.7,2,2.5,2.3,3.3,3.8,4,2,2.8
G5,4,2,5,5,3,4,2,4,3,2,3,1,2,1,2,5,3,5,5,2,1,3,1,1,2,4,1,3,4,4,5,4,5,3,4,5,4,3,2.3,2.5,3.8,1.5,2.5,4.3,4.3
G6,2,3,1,3,5,3,1,3,2,3,4,1,3,2,5,5,5,1,4,3,4,1,4,4,2,2,2,2,1,2,1,3,2,1,2,5,2.3,3,2.5,3.8,3.3,3.3,2,1.8,2.5
G7,7,4,3,1,3,1,1,1,1,4,4,4,2,2,2,3,1,1,4,4,3,3,5,3,1,1,4,1,2,4,3,4,5,2,5,3,2.7,1.7,3.3,2.3,2.5,3.5,1.8,3.3,3.8
G8,2,4,1,4,2,5,3,5,3,3,4,4,3,2,2,3,3,1,5,3,4,5,1,5,2,5,1,3,1,1,5,3,4,2,5,1,3,3.3,3.5,2.5,3,3.8,2.8,2.5,3
G9,1,2,1,4,5,2,1,5,2,4,1,3,1,2,2,5,3,1,2,5,3,4,3,5,5,2,2,1,4,3,2,4,1,3,3,2,2.3,2.7,2.5,2.5,2.8,3.8,2.5,3.3,2.3
G10,7,3,5,4,3,5,1,5,3,1,2,4,5,1,4,2,1,3,2,3,2,2,4,2,4,1,2,5,3,1,4,1,2,5,1,5,4,3,2.5,3,2.3,2.5,3,2.3,3.3
G11,9,3,3,1,5,1,4,5,3,2,1,2,1,3,2,3,5,1,3,5,4,5,2,4,1,3,4,4,4,2,3,3,3,2,1,2,2.3,3.3,2,2.3,3.5,3.8,3,3,2
G12,6,2,1,5,1,1,4,4,4,2,5,1,3,5,3,4,1,2,1,4,3,2,3,1,1,4,4,1,3,4,3,4,2,3,4,2,2.7,2,3,3.8,2,2.3,2.5,3.5,2.8
G13,9,5,4,5,5,5,1,3,1,3,3,2,3,1,2,5,1,5,3,1,5,1,4,1,3,2,5,3,3,4,3,2,5,4,2,5,4.7,3.7,2.3,2.8,2.5,2.8,3.3,3,4
G14,6,3,3,3,1,5,3,3,2,1,4,3,3,4,5,3,4,2,1,5,5,4,3,1,1,3,5,4,3,3,1,5,1,4,3,4,3,3,2.5,3.8,3,3.3,3.3,3,3
G15,6,1,2,2,3,2,1,2,1,5,3,3,1,5,4,4,1,3,4,2,2,1,5,2,5,2,3,5,4,4,5,2,5,4,2,4,1.7,2,3,3.5,2.5,2.5,3.8,3.8,3.8
G1,7,4,4,3,2,1,1,4,1,2,4,1,4,3,1,1,5,1,2,3,4,3,4,2,1,1,1,1,3,1,4,4,2,1,1,1,3.7,1.3,2,2.3,2.8,3.3,1,3,1.3
G2,6,1,4,1,4,2,1,2,5,2,4,5,5,3,3,1,3,4,1,4,4,4,3,1,3,2,3,2,1,1,2,1,2,3,4,4,2,2.3,4,3,3,3,2.5,1.3,3.3
G3,5,3,5,2,5,4,4,1,2,1,1,4,4,2,2,2,5,5,1,4,1,5,1,4,3,4,1,3,2,5,5,5,2,2,1,3,3.3,4.3,2,2.5,3.8,2.8,2.8,4.3,2
G4,1,5,1,1,4,2,2,5,5,1,5,1,2,2,1,4,4,4,4,3,4,2,3,2,1,2,2,4,3,1,3,4,1,4,2,5,2.3,2.7,3,2.3,3.8,2.8,2.3,2.8,3
G5,1,5,4,2,4,4,5,1,5,4,3,1,2,3,4,1,2,5,1,5,3,5,5,1,1,5,4,5,2,2,2,4,2,5,4,5,3.7,4.3,3.3,2.5,3.3,3.5,3.8,2.5,4
G6,10,3,4,4,5,4,2,2,3,2,2,3,1,1,1,4,4,4,3,5,3,4,2,2,3,1,3,2,2,5,3,4,3,3,2,3,3.7,3.7,2.5,1.8,4,2.8,2.3,3.5,2.8
G7,4,5,4,5,3,5,1,3,5,2,3,1,5,3,2,2,2,3,1,4,1,3,3,1,2,3,2,4,3,2,4,4,4,2,2,5,4.7,3,2.8,3,2.5,2,2.8,3.3,3.3
G8,2,1,1,4,4,1,2,2,2,3,4,1,1,5,2,4,3,5,4,2,4,4,5,3,1,2,1,4,2,2,5,2,2,3,4,1,2,2.3,2.5,3,3.5,4,2,2.8,2.5
G9,2,1,5,5,5,5,1,3,1,1,3,5,4,3,2,2,2,4,3,4,2,1,5,1,2,2,4,3,3,5,1,1,4,2,1,2,3.7,3.7,2.5,2.8,3.3,2.3,2.8,2.5,2.3
G10,3,3,3,3,2,3,1,4,4,2,2,1,3,5,3,5,2,1,3,3,1,5,3,4,2,2,4,5,4,1,2,3,3,2,1,4,3,2,2.3,4,2.3,3.3,3.3,2.5,2.5
G11,1,5,5,5,2,5,3,5,2,4,5,4,2,4,3,2,1,1,1,3,4,3,2,5,1,4,1,2,4,1,5,3,4,5,5,4,5,3.3,3.8,2.8,1.5,3.5,2,3.3,4.5
G12,3,5,4,5,3,5,2,5,3,1,1,3,3,5,3,2,4,4,3,5,3,4,1,1,5,3,3,1,5,4,5,2,2,1,3,2,4.7,3.3,2,3.3,4,2.3,3,4,2
G13,8,2,1,3,4,5,3,3,5,1,5,1,2,4,2,4,2,4,1,4,2,1,1,2,4,2,1,2,2,4,2,4,1,4,1,1,2,4,3,3,2.8,1.5,2.3,3,1.8
G14,3,4,1,2,3,5,1,2,4,3,2,4,2,3,2,1,1,2,1,1,2,1,5,4,3,5,1,5,3,4,3,2,4,1,5,1,2.3,3,3.3,2,1.3,3,3.5,3,2.8
G15,7,4,2,5,4,5,3,3,5,2,3,5,4,5,1,4,3,4,5,5,4,1,5,5,1,3,3,4,1,4,4,2,3,2,3,3,3.7,4,3.8,3.5,4.3,3.8,2.8,2.8,2.8
G1,8,3,4,4,2,4,3,5,1,1,1,5,1,3,4,4,2,1,2,5,1,1,3,2,4,3,5,2,2,4,3,2,5,5,5,4,3.7,3,2,3,2.5,1.8,3.5,2.8,4.8
G2,10,4,4,2,4,5,3,1,2,5,2,3,2,3,2,4,5,3,2,1,3,2,5,1,2,4,5,3,4,2,4,4,2,1,1,4,3.3,4,3,2.8,2.8,2.8,3.5,3.5,2
G3,6,4,4,3,4,1,2,2,3,2,4,3,2,1,5,3,4,2,3,1,1,2,5,4,5,3,1,5,4,2,5,1,1,5,3,4,3.7,2.3,3,2.8,2.5,3,3.5,3,3.3
G4,9,3,3,3,1,4,2,3,5,2,4,3,3,2,5,4,4,4,4,3,4,4,3,2,5,2,2,5,1,4,1,3,3,3,1,2,3,2.3,3.5,3.5,3.8,3.3,3.5,2.3,2.3
G5,7,3,2,1,1,2,2,1,2,3,4,3,2,5,5,4,2,2,1,4,4,5,3,1,3,2,2,1,5,5,1,5,3,4,3,1,2,1.7,3,4,2.3,3.3,2,4,2.8
G6,9,4,5,3,3,4,5,2,3,3,2,3,4,1,3,2,5,1,5,5,1,3,1,4,1,3,3,1,4,2,1,2,1,2,4,5,4,4,2.8,2.5,4,2.3,2,2.3,3
G7,4,5,4,3,3,1,2,5,5,3,2,3,5,5,2,4,4,1,2,3,5,3,3,4,5,4,1,3,2,1,5,4,4,4,2,3,4,2,3.3,4,2.5,3.8,3.3,3,3.3
G8,1,5,3,5,4,5,5,2,2,2,3,1,3,5,4,4,2,5,5,3,2,3,3,3,1,3,4,2,4,4,5,2,3,4,4,2,4.3,4.7,2,4,3.8,2.8,2.5,3.8,3.3
G9,1,4,3,4,1,3,2,5,4,1,1,3,3,3,5,2,1,3,1,2,5,2,2,5,2,1,3,5,4,4,4,4,4,5,1,1,3.7,2,2.3,3.3,1.8,3.5,2.8,4,2.8
G10,7,4,3,4,1,3,2,5,2,2,5,2,3,1,3,5,5,4,1,5,1,5,1,4,2,4,1,5,2,5,4,3,1,1,1,5,3.7,2,2.8,3,3.8,2.8,3,3.5,2
G11,3,5,2,1,4,3,5,5,2,2,1,3,1,3,2,2,4,3,2,3,3,4,4,4,3,1,2,4,5,4,2,2,4,1,1,1,2.7,4,2,2,3,3.8,2.5,3.3,1.8
G12,5,3,3,5,1,5,4,1,2,3,5,2,4,5,1,1,3,5,2,5,5,4,3,5,4,2,1,4,1,1,1,2,1,2,5,2,3.7,3.3,3,2.8,3.8,4.3,2.8,1.3,2.5
G13,7,3,1,4,5,2,5,5,5,1,3,1,3,4,1,4,2,3,2,3,4,3,4,2,2,3,1,5,2,5,5,2,4,3,3,2,2.7,4,2.5,3,2.5,3.3,2.8,3.5,3
G14,9,2,3,3,3,5,2,3,1,1,3,4,2,5,3,4,4,3,1,4,3,1,4,3,2,4,3,5,4,2,1,4,3,5,1,4,2.7,3.3,2.3,3.5,3,2.8,3.5,2.8,3.3
G15,3,3,4,3,3,3,2,2,2,5,2,1,1,4,1,5,2,1,2,2,3,2,2,2,4,5,4,5,5,1,2,2,1,5,4,2,3.3,2.7,2.5,2.8,1.8,2.3,4.5,2.5,3
G1,7,5,4,5,3,3,1,1,5,1,5,1,3,4,2,1,3,3,3,2,5,2,5,1,4,5,3,3,5,4,3,1,1,1,2,4,4.7,2.3,3,2.5,2.8,3.3,3.8,3.3,2
G2,3,1,2,3,5,5,3,2,2,3,5,3,5,2,4,5,2,5,1,1,2,4,1,4,1,4,4,5,1,5,3,4,4,1,4,5,2,4.3,3.3,4,2.3,2.8,3.5,3.3,3.5
G3,9,1,4,3,2,4,1,4,5,2,4,2,2,1,2,5,5,3,2,4,3,5,2,4,3,3,5,3,4,3,1,3,3,5,3,1,2.7,2.3,3.3,2.5,3.5,3.5,3.5,2.8,3
G4,10,4,2,2,1,1,5,1,5,2,4,1,2,4,4,5,2,5,5,2,3,2,5,3,4,2,3,3,1,3,2,4,4,1,3,3,2.7,2.3,3,3.8,3.5,3.3,3,2.5,2.8
G5,3,5,3,5,4,5,2,2,3,4,4,2,3,1,5,3,3,3,3,2,4,2,4,1,5,1,5,1,3,4,2,2,5,3,5,5,4.3,3.7,3.3,3,2.8,2.8,3,2.8,4.5
G6,6,5,5,1,5,2,5,3,4,3,5,5,1,2,4,1,2,2,2,4,4,5,2,5,3,5,2,5,5,3,5,5,3,2,5,2,3.7,4,4.3,2,2.5,4,3.8,4.5,3
G7,1,5,4,5,1,4,2,3,1,1,3,4,1,3,1,1,1,1,2,3,2,3,2,4,3,2,4,3,1,1,1,5,1,3,1,1,4.7,2.3,2.3,1.5,1.8,2.8,3,2,1.5
G8,4,4,1,1,1,4,5,4,4,2,2,5,4,4,5,5,3,2,1,4,3,4,4,4,4,4,1,4,5,3,4,5,5,3,3,5,2,3.3,3.3,4.5,2.5,3.8,3.3,4.3,4
G9,2,2,1,4,5,4,4,2,1,1,2,5,4,1,5,2,5,2,2,5,3,3,4,2,2,4,4,3,5,4,1,4,2,4,4,2,2.3,4.3,2.3,3,3.5,3,3.3,3.5,3
G10,6,1,3,4,5,4,1,3,2,2,3,2,5,3,2,1,3,2,2,5,5,3,4,4,4,5,1,4,5,1,5,2,5,5,2,1,2.7,3.3,2.3,2.8,3,4,3.5,3.3,3.3
G11,4,4,3,5,3,4,4,3,2,1,5,1,4,4,5,3,1,3,5,1,4,3,3,3,2,1,1,4,2,2,5,5,4,1,5,2,4,3.7,2.3,4,2.5,3.3,2,3.5,3
G12,2,4,3,1,2,5,3,3,1,5,3,4,4,3,3,2,2,2,1,4,4,1,1,5,5,3,2,4,3,3,2,3,5,4,4,5,2.7,3.3,3.3,3,2.3,2.8,3.5,2.8,4.5
G13,1,4,4,2,4,2,4,2,4,1,5,5,5,3,4,2,2,4,2,5,1,1,1,1,5,4,3,1,4,4,3,3,4,3,3,1,3.3,3.3,3.8,3.5,3.3,1,3.3,3.5,2.8
G14,2,3,3,1,5,3,4,1,3,4,5,4,4,2,3,3,5,4,2,1,4,3,1,5,2,1,3,2,3,2,3,2,2,4,3,4,2.3,4,4,3,3,3.3,2,2.5,3.3
G15,6,2,2,2,3,5,4,4,4,4,1,5,5,3,3,3,5,1,1,4,4,1,4,3,1,3,3,2,4,5,3,5,1,1,4,1,2,4,3.5,3.5,2.8,3,2.3,4.3,1.8
G1,7,2,5,3,5,4,5,1,4,3,2,4,1,5,4,2,3,1,5,1,2,4,5,2,4,1,4,5,2,4,3,2,3,2,2,4,3.3,4.7,3.3,3,2.5,3.3,3.5,2.8,2.8
G2,5,2,2,5,3,1,2,3,4,3,2,3,1,2,5,1,2,1,4,3,1,4,3,1,1,4,1,2,4,5,1,2,4,4,1,3,3,2,3,2.3,2.5,2.3,2,3,3
G3,9,3,3,1,3,4,5,5,3,3,5,1,3,1,4,2,4,2,4,2,1,5,3,1,1,1,4,4,1,2,1,2,3,5,5,1,2.3,4,3,2.5,3,2.5,2.5,1.5,3.5
G4,5,4,3,4,5,1,3,5,3,1,2,1,3,5,2,4,1,1,4,3,5,2,3,3,4,3,1,3,3,2,1,3,3,1,2,2,3.7,3,1.8,3.5,2.3,3.3,2.8,2.3,2
G5,8,4,4,1,1,4,5,3,3,3,3,3,4,1,2,2,1,5,2,4,3,4,2,5,2,3,2,1,5,2,4,2,1,5,1,4,3,3.3,3,2.3,3,3.5,2,3.3,2.8
G6,1,4,3,3,3,2,2,2,5,1,3,2,3,1,5,2,5,5,1,5,5,2,2,5,2,5,5,3,3,5,4,2,2,5,4,2,3.3,2.3,2.8,2.8,4,3.5,3.8,3.5,3.3
G7,5,3,5,5,1,2,4,1,1,3,1,2,1,2,5,4,1,5,3,4,2,5,3,1,5,4,4,1,1,1,4,1,1,2,3,3,4.3,2.3,1.8,3,3.3,2.8,3.5,1.8,2.3
G8,3,2,1,2,2,2,5,3,1,1,3,1,1,2,5,4,2,2,2,5,3,5,5,5,2,1,5,2,5,1,3,3,1,5,4,4,1.7,3,1.5,3,2.8,4.5,2.5,3,3.5
G9,8,3,1,4,2,5,2,2,4,3,1,5,4,1,1,3,4,1,1,5,3,3,3,5,2,1,3,5,4,2,4,3,5,1,5,1,2.7,3,3.3,2.3,2.8,3.5,2.8,3.3,3
G10,4,4,2,1,4,1,2,1,4,3,3,5,1,4,1,2,2,3,3,2,1,2,4,2,2,4,5,5,2,1,2,4,1,4,5,5,2.3,2.3,3.8,2,2.5,2.3,4,2.3,3.8
G11,3,1,5,1,5,4,3,5,4,2,2,2,1,5,2,3,5,3,5,4,4,2,3,5,3,2,5,5,2,4,3,2,3,4,5,1,2.3,4,2.5,2.8,4.3,3.5,3.8,2.8,3.3
G12,2,1,1,1,2,5,1,1,4,1,4,3,2,3,2,2,1,5,3,1,5,1,3,2,3,3,3,2,4,2,3,3,4,4,2,5,1,2.7,3,2.3,2.5,2.8,2.8,3,3.8
G13,7,4,2,3,4,3,3,1,1,4,1,1,5,4,1,1,3,1,4,2,4,2,4,5,5,1,5,5,2,5,4,4,3,3,3,4,3,3.3,1.8,2.8,2.5,3.8,4,3.8,3.3
G14,10,4,2,2,1,1,2,2,2,5,1,4,2,1,3,5,1,1,1,1,5,2,5,1,4,3,5,4,3,2,5,2,4,5,2,3,2.7,1.3,3,2.8,1,3.3,4,3,3.5
G15,10,5,1,4,2,2,1,1,2,2,3,4,4,3,5,1,5,5,2,4,2,4,3,4,4,1,2,5,2,4,3,3,3,2,2,2,3.3,1.7,2.8,3.3,4,3.3,3,3,2.3
G1,7,3,3,1,3,3,2,4,1,2,1,2,5,1,3,3,4,1,1,3,2,1,4,1,5,3,4,1,4,4,5,1,5,5,5,3,2.3,2.7,1.5,3,2.3,2,3.3,3.5,4.5
G2,7,5,5,3,3,3,4,3,1,5,5,5,4,2,5,1,2,1,2,1,1,1,3,5,4,5,5,3,3,2,5,4,3,5,1,5,4.3,3.3,4,3,1.5,2.5,4.3,3.5,3.5
G3,4,2,4,2,3,3,3,3,3,1,4,5,5,3,4,2,3,2,1,3,5,3,3,5,4,3,1,3,2,5,1,2,1,3,5,4,2.7,3,3.3,3.5,2.3,4,2.8,2.5,3.3
G4,6,3,2,1,1,5,3,3,4,2,1,2,5,3,2,2,5,4,1,2,3,2,3,1,2,1,4,3,1,3,5,2,5,5,2,3,2,3,2.3,3,3,2.3,2.5,2.8,3.8
G5,7,1,2,3,4,4,2,4,5,5,2,1,1,3,1,2,4,1,5,1,3,4,5,5,1,1,2,4,2,4,3,5,1,4,5,4,2,3.3,3.3,1.8,2.8,4.3,2,3.5,3.5
G6,2,5,2,4,2,2,2,5,4,1,3,1,4,2,2,5,1,1,1,3,4,5,3,1,2,2,5,1,2,1,1,1,1,4,3,5,3.7,2,2.3,3.3,1.5,3.3,2.5,1.3,3.3
G7,7,2,2,2,1,2,5,4,2,3,4,5,4,5,2,2,4,2,3,5,4,4,3,3,1,1,2,3,5,3,5,3,3,2,2,2,2,2.7,3.5,3.3,3.5,3.5,1.8,4,2.3
G8,1,1,5,4,3,1,5,2,3,2,1,2,1,2,2,1,2,3,2,1,5,1,4,4,2,5,1,5,4,1,2,2,4,3,4,5,3.3,3,2,1.5,2,3.5,3.3,2.3,4
G9,8,4,5,4,1,3,5,4,5,4,4,1,5,5,3,5,3,2,3,4,3,2,1,2,4,5,2,5,4,5,2,1,4,4,2,4,4.3,3,3.5,4.5,3,2,4,3,3.5
G10,5,1,4,3,3,2,1,1,4,3,5,2,3,4,4,4,2,5,5,4,3,4,5,5,1,3,4,4,3,5,3,2,4,1,2,1,2.7,2,3.5,3.8,4,4.3,3,3.3,2
G11,4,5,1,5,3,2,4,4,2,5,4,1,4,2,4,1,5,4,5,3,5,3,4,1,5,4,1,5,1,3,2,3,2,5,4,3,3.7,3,3,2.8,4.3,3.3,3.8,2.3,3.5
G12,10,3,2,5,2,4,2,3,4,3,5,3,3,4,5,3,4,1,4,5,5,2,1,4,5,5,4,5,5,2,1,5,5,3,4,3,3.3,2.7,3.8,3.8,3.5,3,4.8,3.3,3.8
G13,3,1,4,5,3,1,2,4,1,3,4,2,5,1,1,2,3,1,3,4,2,1,5,1,4,4,3,3,1,4,2,4,4,5,1,2,3.3,2,2.5,2.3,2.8,2.3,3.5,2.8,3
G14,7,3,4,2,5,3,2,5,1,3,5,5,3,3,3,5,1,1,5,3,5,5,5,5,2,5,1,4,1,5,1,4,4,3,3,1,3,3.3,3.5,3.5,2.5,5,3,2.8,2.8
G15,6,5,2,4,5,1,5,4,3,3,1,5,3,4,2,2,4,5,1,4,1,2,5,5,4,1,5,1,4,2,2,3,1,1,5,2,3.7,3.7,3,2.8,3.5,3.3,2.8,2.8,2.3
G1,7,3,2,3,1,5,2,2,5,5,1,4,1,2,3,1,4,4,2,4,3,1,4,4,2,1,5,4,1,2,1,3,3,5,2,4,2.7,2.7,3.8,1.8,3.5,3,3,1.8,3.5
G2,3,5,5,2,3,5,4,5,4,1,2,3,3,3,2,5,1,5,2,5,1,2,5,2,3,3,4,4,4,3,1,2,4,2,1,1,4,4,2.5,3.3,3.3,2.5,3.5,2.5,2
G3,10,2,2,5,3,4,1,3,5,3,1,4,1,3,4,5,2,3,3,4,5,1,3,1,1,3,5,5,1,2,1,1,5,3,5,2,3,2.7,3.3,3.3,3,2.5,3.5,1.3,3.8
G4,5,5,1,5,4,2,2,1,5,4,5,2,5,2,1,5,5,1,2,4,3,1,1,5,4,2,3,5,5,5,1,1,3,1,2,4,3.7,2.7,4,3.3,3,2.5,3.5,3,2.5
G5,2,1,1,5,3,1,5,5,1,2,3,2,4,3,3,5,2,1,1,2,3,5,1,1,1,2,1,2,3,3,5,3,1,1,2,2,2.3,3,2,3.8,1.5,2.5,1.5,3.5,1.5
G6,7,5,2,5,3,5,5,4,4,2,4,4,1,1,5,1,2,2,1,2,4,5,2,2,3,3,3,4,4,2,3,4,3,1,1,3,4,4.3,3.5,2,1.8,3.3,3.3,3.3,2
G7,2,3,4,1,4,3,4,5,5,1,5,4,5,3,3,1,5,4,2,4,2,5,3,3,2,4,2,5,4,1,5,1,4,2,2,2,2.7,3.7,3.8,3,3.8,3.3,3.3,2.8,2.5
G8,7,1,5,4,1,1,1,5,5,1,5,2,3,4,5,3,2,4,4,3,3,2,2,1,2,2,2,3,2,3,4,1,1,4,1,4,3.3,1,3.3,3.8,3.3,2,2.3,2.5,2.5
G9,5,1,5,4,4,4,2,2,2,5,2,2,2,4,3,3,1,5,5,2,1,5,3,2,3,2,2,1,5,3,2,1,5,3,1,5,3.3,3.3,2.8,3,3.3,2.8,2,2.8,3.5
G10,1,3,2,5,3,1,5,1,4,2,1,2,5,4,4,2,5,3,1,2,5,1,5,5,2,1,2,2,1,5,1,4,2,5,5,1,3.3,3,2.3,3.8,2.8,4,1.8,2.8,3.3
G11,5,1,5,3,4,5,4,4,1,4,1,2,3,4,3,1,3,3,4,4,1,1,2,1,4,4,5,4,3,3,3,3,2,5,5,4,3,4.3,2,2.8,3.5,1.3,4.3,3,4
G12,5,1,4,2,5,2,1,5,5,3,1,5,1,2,5,5,5,4,4,2,3,1,5,2,3,4,4,2,2,1,5,3,5,1,3,3,2.3,2.7,3.5,3.3,3.8,2.8,3.3,2.8,3
G13,7,4,5,4,1,1,5,1,4,2,3,3,3,1,4,3,1,4,3,2,4,5,5,2,4,5,3,3,5,1,3,3,1,1,4,3,4.3,2.3,3,2.8,2.5,4,3.8,3,2.3
G14,3,2,5,3,4,1,2,1,1,3,4,3,3,1,1,5,1,3,5,3,4,3,1,2,3,1,3,5,1,2,1,5,1,1,5,5,3.3,2.3,2.8,2.5,3,2.5,3,2.3,3
G15,10,2,1,1,5,4,1,2,2,1,1,5,5,2,2,4,5,5,3,2,4,1,2,3,5,4,4,3,2,5,5,4,5,3,3,2,1.3,3.3,2.3,3.3,3.8,2.5,4,4,3.3
G1,10,2,3,1,5,4,5,3,2,4,1,1,2,2,3,5,5,4,3,5,1,1,4,4,5,2,2,2,5,4,4,2,1,2,4,1,2,4.7,2,3,4.3,2.5,2.8,3.8,2
G2,8,4,2,4,3,4,1,3,1,4,5,2,1,5,5,3,3,5,5,4,5,1,4,2,4,1,2,1,5,4,3,5,1,5,3,4,3.3,2.7,3,3.5,4.3,3,2,4.3,3.3
G3,5,4,4,5,4,5,5,3,5,3,2,1,4,5,5,2,2,4,5,5,2,3,1,5,2,3,5,3,5,2,5,4,3,2,1,3,4.3,4.7,2.8,4,4,2.8,3.3,4,2.3
G4,2,5,5,1,5,2,5,4,4,4,5,4,1,1,5,3,3,4,3,1,2,4,4,2,3,3,5,5,1,1,5,1,5,5,1,3,3.7,4,4.3,2.5,2.8,3,4,2,3.5
G5,8,1,3,5,2,5,2,1,1,5,2,2,4,2,5,5,5,4,3,2,2,2,2,4,3,3,4,4,4,5,2,2,5,2,3,5,3,3,2.5,4,3.5,2.5,3.5,3.3,3.8
G6,8,3,5,2,3,2,3,5,2,2,5,5,5,2,5,1,3,3,4,1,4,1,5,1,4,4,3,4,5,2,5,1,5,3,4,3,3.3,2.7,3.5,3.3,2.8,2.8,3.8,3.3,3.8
G7,8,3,4,4,5,5,2,2,3,3,4,2,4,2,5,4,3,3,5,3,3,3,4,1,3,3,1,5,1,1,2,3,2,2,3,4,3.7,4,3,3.8,3.5,2.8,3,1.8,2.8
G8,1,3,2,5,5,3,2,4,2,3,5,1,4,2,5,3,2,4,4,2,1,3,1,1,1,1,4,5,1,5,5,3,5,2,4,3,3.3,3.3,2.8,3.5,3,1.5,2.8,3.5,3.5
G9,6,1,5,2,2,3,5,1,1,2,2,2,1,3,1,5,3,1,3,4,2,4,2,1,1,3,3,1,1,4,3,4,5,3,5,1,2.7,3.3,1.8,2.5,2.8,2.3,2,3,3.5
G10,4,4,2,3,2,2,4,3,1,1,2,3,5,5,2,1,3,1,5,2,1,2,4,1,5,3,5,2,5,5,5,5,3,3,2,3,3,2.7,1.8,3.3,2.8,2,3.8,5,2.8
G11,10,5,3,4,5,3,1,5,1,3,4,1,4,5,5,2,5,1,3,1,3,1,2,4,4,4,2,4,2,5,3,4,1,3,3,1,4,3,2.3,4,2.5,2.5,3.5,3.5,2
G12,5,4,1,3,2,5,5,1,5,4,5,4,1,4,5,2,3,4,1,2,3,4,5,1,5,5,2,5,3,1,3,3,4,5,5,1,2.7,4,4.5,3,2.5,3.3,4.3,2.5,3.8
G13,4,4,1,4,3,4,5,4,3,1,3,2,2,5,5,5,3,3,4,3,1,2,2,4,3,3,1,5,1,2,3,3,3,1,2,2,3,4,2.3,4.3,3.3,2.3,3,2.3,2
G14,9,1,1,1,1,4,5,4,1,2,2,1,1,1,1,1,1,4,5,2,4,3,2,1,4,1,4,4,5,2,5,3,5,4,1,5,1,3.3,1.5,1,3,2.5,3.3,3.8,3.8
G15,7,4,4,1,4,5,1,5,3,5,3,5,3,4,3,4,1,1,1,5,5,5,4,5,2,5,5,5,3,1,4,5,4,2,4,4,3,3.3,4,3.5,2,4.8,4.3,3.3,3.5
G1,7,4,3,2,3,1,2,1,2,1,1,1,3,5,1,1,5,3,1,3,5,4,2,5,5,3,2,2,1,4,2,3,1,5,4,1,3,2,1.3,2.5,3,4,3,2.5,2.8
G2,5,4,3,1,3,3,5,1,3,1,1,5,2,5,2,2,3,1,1,2,5,3,2,3,4,5,4,2,5,1,2,1,5,2,3,1,2.7,3.7,2.5,2.8,1.8,3.3,3.8,2.3,2.8
G3,1,5,3,4,3,1,3,3,3,1,4,5,1,5,1,2,1,1,2,4,2,3,2,2,4,1,2,4,1,1,5,3,3,3,3,2,4,2.3,3.3,2.3,2,2.3,2.8,2.5,2.8
G4,9,5,3,3,2,4,4,5,3,2,3,2,1,3,3,5,3,3,5,1,2,5,2,1,5,3,3,3,2,2,2,2,2,2,2,4,3.7,3.3,2.5,3,3,2.5,3.5,2,2.5
G5,1,3,2,2,3,2,1,3,2,2,2,2,5,1,1,3,3,1,3,4,1,2,2,1,1,3,3,2,5,4,5,4,4,4,3,5,2.3,2,2,2.5,2.8,1.5,2.3,4.5,4
G6,1,4,5,3,2,5,5,1,4,2,1,5,2,1,5,4,3,3,5,2,2,3,5,4,5,4,1,3,4,2,1,4,4,4,1,3,4,4,3,3,3.3,3.5,3.3,2.8,3
G7,9,1,2,4,5,1,1,1,5,3,4,1,3,1,5,1,3,5,5,2,3,4,3,4,2,3,5,3,3,3,4,1,2,3,1,5,2.3,2.3,3.3,2.5,3.8,3.5,3.3,2.8,2.8
G8,5,3,4,1,1,4,4,2,5,4,4,3,1,5,1,3,4,5,2,5,4,1,5,4,1,2,1,2,4,5,4,1,2,2,5,5,2.7,3,4,2.5,4,3.5,1.5,3.5,3.5
G9,10,2,1,3,1,5,2,5,3,3,1,3,5,5,2,2,5,5,4,2,1,1,1,5,1,4,1,2,5,5,1,2,5,1,4,3,2,2.7,2.5,3.5,4,2,2,3.3,3.3
G10,4,5,3,1,1,2,5,4,1,3,2,3,5,2,3,2,2,2,5,2,3,3,4,5,1,1,1,4,4,1,3,5,2,3,4,5,3,2.7,2.3,3,2.8,3.8,1.8,3.3,3.5
G11,3,4,5,5,1,5,1,5,1,5,3,2,1,1,1,3,2,3,3,1,2,2,4,4,4,5,3,4,2,2,2,5,4,1,4,5,4.7,2.3,2.8,1.5,2.3,3,4,2.8,3.5
G12,9,3,4,3,4,5,5,4,2,3,4,1,4,3,5,2,5,2,1,2,2,4,3,1,4,2,4,3,2,5,3,5,5,2,5,2,3.3,4.7,2.5,3.5,2.5,2.5,3.3,3.8,3.5
G13,10,2,2,2,2,3,4,4,5,1,3,1,2,1,3,3,3,5,5,1,1,5,3,5,1,4,2,4,2,3,2,5,1,2,4,2,2,3,2.5,2.3,3.5,3.5,2.8,3,2.3
